TIMESTAMP_x,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep) 
 11/27  16:00:00,14,8.482063629,47
 11/27  16:15:00,13.75,8.392746947,48
 11/27  16:30:00,13.5,8.300718064,49
 11/27  16:45:00,13.25,8.206018832,50
 11/27  17:00:00,13,8.108690641,51
 11/27  17:15:00,12.75,7.874214901,50.75
 11/27  17:30:00,12.5,7.640153339,50.5
 11/27  17:45:00,12.25,7.406512065,50.25
 11/27  18:00:00,12,7.173279467,50
 11/27  18:15:00,11.875,7.174273206,51
 11/27  18:30:00,11.75,7.173841132,52
 11/27  18:45:00,11.625,7.172001286,53
 11/27  19:00:00,11.5,7.16876685,54
 11/27  19:15:00,11.375,7.16365377,55
 11/27  19:30:00,11.25,7.157205382,56
 11/27  19:45:00,11.125,7.149448398,57
 11/27  20:00:00,11,7.140386974,58
 11/27  20:15:00,11,7.140850733,58
 11/27  20:30:00,11,7.141318139,58
 11/27  20:45:00,11,7.14178024,58
 11/27  21:00:00,11,7.14224602,58
 11/27  21:15:00,11,7.14224602,58
 11/27  21:30:00,11,7.14224602,58
 11/27  21:45:00,11,7.14224602,58
 11/27  22:00:00,11,7.14224602,58
 11/27  22:15:00,10.5,6.902938213,60
 11/27  22:30:00,10,6.654677784,62
 11/27  22:45:00,9.5,6.397695412,64
 11/27  23:00:00,9,6.132222196,66
 11/27  23:15:00,8.875,6.064553184,66.5
 11/27  23:30:00,8.75,5.996366733,67
 11/27  23:45:00,8.625,5.927669312,67.5
 11/27  24:00:00,8.5,5.858467462,68
 11/28  00:15:00,8.45,5.856391488,68.5
 11/28  00:30:00,8.4,5.85408244,69
 11/28  00:45:00,8.35,5.851544054,69.5
 11/28  01:00:00,8.3,5.848777797,70
 11/28  01:15:00,8.225,5.802217421,70.25
 11/28  01:30:00,8.15,5.755505104,70.5
 11/28  01:45:00,8.075,5.708643709,70.75
 11/28  02:00:00,8,5.661628597,71
 11/28  02:15:00,7.75,5.537291428,72.25
 11/28  02:30:00,7.5,5.410494728,73.5
 11/28  02:45:00,7.25,5.281269879,74.75
 11/28  03:00:00,7,5.149653642,76
 11/28  03:15:00,7,5.149653642,76
 11/28  03:30:00,7,5.149653642,76
 11/28  03:45:00,7,5.149653642,76
 11/28  04:00:00,7,5.149653642,76
 11/28  04:15:00,7,5.149891915,76
 11/28  04:30:00,7,5.150129498,76
 11/28  04:45:00,7,5.150366216,76
 11/28  05:00:00,7,5.150602127,76
 11/28  05:15:00,7,5.368158139,78.75
 11/28  05:30:00,7,5.584219236,81.5
 11/28  05:45:00,7,5.798800177,84.25
 11/28  06:00:00,7,6.011920044,87
 11/28  06:15:00,6.75,5.771471975,87
 11/28  06:30:00,6.5,5.531004648,87
 11/28  06:45:00,6.25,5.290514837,87
 11/28  07:00:00,6,5.050003409,87
 11/28  07:15:00,6,5.050126315,87
 11/28  07:30:00,6,5.050248321,87
 11/28  07:45:00,6,5.050369486,87
 11/28  08:00:00,6,5.050489924,87
 11/28  08:15:00,6.5,5.323158915,84.25
 11/28  08:30:00,7,5.586000026,81.5
 11/28  08:45:00,7.5,5.838727588,78.75
 11/28  09:00:00,8,6.081042586,76
 11/28  09:15:00,8.25,6.208891576,74.75
 11/28  09:30:00,8.5,6.334326244,73.5
 11/28  09:45:00,8.75,6.457315673,72.25
 11/28  10:00:00,9,6.577820388,71
 11/28  10:15:00,9.75,6.877851284,66.75
 11/28  10:30:00,10.5,7.150126951,62.5
 11/28  10:45:00,11.25,7.393210323,58.25
 11/28  11:00:00,12,7.605538807,54
 11/28  11:15:00,12.275,7.680894694,52.5
 11/28  11:30:00,12.55,7.751952705,51
 11/28  11:45:00,12.825,7.818618497,49.5
 11/28  12:00:00,13.1,7.880796181,48
 11/28  12:15:00,13.325,7.953374663,47
 11/28  12:30:00,13.55,8.023488701,46
 11/28  12:45:00,13.775,8.091102388,45
 11/28  13:00:00,14,8.15616935,44
 11/28  13:15:00,14,8.068942935,43.25
 11/28  13:30:00,14,7.981449651,42.5
 11/28  13:45:00,14,7.893684407,41.75
 11/28  14:00:00,14,7.805654505,41
 11/28  14:15:00,14.25,7.943609226,40.5
 11/28  14:30:00,14.5,8.080182484,40
 11/28  14:45:00,14.75,8.215361667,39.5
 11/28  15:00:00,15,8.349139562,39
 11/28  15:15:00,14.75,8.216125794,39.5
 11/28  15:30:00,14.5,8.081681843,40
 11/28  15:45:00,14.25,7.945828396,40.5
 11/28  16:00:00,14,7.808577433,41
 11/28  16:15:00,14.225,7.956445638,40.75
 11/28  16:30:00,14.45,8.103682864,40.5
 11/28  16:45:00,14.675,8.25028008,40.25
 11/28  17:00:00,14.9,8.396236556,40
 11/28  17:15:00,15.175,8.579640951,39.75
 11/28  17:30:00,15.45,8.762221504,39.5
 11/28  17:45:00,15.725,8.943978713,39.25
 11/28  18:00:00,16,9.124908379,39
 11/28  18:15:00,15.75,8.932673901,39
 11/28  18:30:00,15.5,8.740328473,39
 11/28  18:45:00,15.25,8.547875007,39
 11/28  19:00:00,15,8.355303757,39
 11/28  19:15:00,15,8.356075213,39
 11/28  19:30:00,15,8.356841573,39
 11/28  19:45:00,15,8.357611128,39
 11/28  20:00:00,15,8.358380323,39
 11/28  20:15:00,14.25,8.013500032,41
 11/28  20:30:00,13.5,7.651825575,43
 11/28  20:45:00,12.75,7.273948352,45
 11/28  21:00:00,12,6.880422964,47
 11/28  21:15:00,12.75,7.273948352,45
 11/28  21:30:00,13.5,7.651825575,43
 11/28  21:45:00,14.25,8.013500032,41
 11/28  22:00:00,15,8.358380323,39
 11/28  22:15:00,14,7.9044425,41.75
 11/28  22:30:00,13,7.420071397,44.5
 11/28  22:45:00,12,6.906686853,47.25
 11/28  23:00:00,11,6.365608472,50
 11/28  23:15:00,11.25,6.572889556,50
 11/28  23:30:00,11.5,6.780072253,50
 11/28  23:45:00,11.75,6.98715246,50
 11/28  24:00:00,12,7.194139104,50
 11/29  00:15:00,11.5,6.882450866,51
 11/29  00:30:00,11,6.565941464,52
 11/29  00:45:00,10.5,6.244684781,53
 11/29  01:00:00,10,5.918760303,54
 11/29  01:15:00,9.5,5.564616207,54.75
 11/29  01:30:00,9,5.207050857,55.5
 11/29  01:45:00,8.5,4.846108617,56.25
 11/29  02:00:00,8,4.481822774,57
 11/29  02:15:00,8,4.568556326,58
 11/29  02:30:00,8,4.65504405,59
 11/29  02:45:00,8,4.741282446,60
 11/29  03:00:00,8,4.827277046,61
 11/29  03:15:00,7.75,4.713771397,62.25
 11/29  03:30:00,7.5,4.597632185,63.5
 11/29  03:45:00,7.25,4.478903058,64.75
 11/29  04:00:00,7,4.357613322,66
 11/29  04:15:00,7,4.438443218,67
 11/29  04:30:00,7,4.51907671,68
 11/29  04:45:00,7,4.59951421,69
 11/29  05:00:00,7,4.679761444,70
 11/29  05:15:00,6.875,4.566511822,70
 11/29  05:30:00,6.75,4.453239065,70
 11/29  05:45:00,6.625,4.339955499,70
 11/29  06:00:00,6.5,4.226653808,70
 11/29  06:15:00,6.375,4.113035076,70
 11/29  06:30:00,6.25,3.999398841,70
 11/29  06:45:00,6.125,3.885747444,70
 11/29  07:00:00,6,3.772078188,70
 11/29  07:15:00,6.2,3.953938774,70
 11/29  07:30:00,6.4,4.135757692,70
 11/29  07:45:00,6.6,4.317533471,70
 11/29  08:00:00,6.8,4.499266863,70
 11/29  08:15:00,7.1,4.691251857,69
 11/29  08:30:00,7.4,4.880931537,68
 11/29  08:45:00,7.7,5.06827674,67
 11/29  09:00:00,8,5.253251505,66
 11/29  09:15:00,8.25,5.476637916,66
 11/29  09:30:00,8.5,5.699959092,66
 11/29  09:45:00,8.75,5.923216201,66
 11/29  10:00:00,9,6.146405911,66
 11/29  10:15:00,9.5,6.322305836,63
 11/29  10:30:00,10,6.484698603,60
 11/29  10:45:00,10.5,6.633097966,57
 11/29  11:00:00,11,6.766983794,54
 11/29  11:15:00,11.5,7.012499524,52.25
 11/29  11:30:00,12,7.249536084,50.5
 11/29  11:45:00,12.5,7.477864467,48.75
 11/29  12:00:00,13,7.697241648,47
 11/29  12:15:00,13.25,7.817020779,46.25
 11/29  12:30:00,13.5,7.934813101,45.5
 11/29  12:45:00,13.75,8.050594737,44.75
 11/29  13:00:00,14,8.164342387,44
 11/29  13:15:00,14.25,8.275327314,43.25
 11/29  13:30:00,14.5,8.384196944,42.5
 11/29  13:45:00,14.75,8.49091996,41.75
 11/29  14:00:00,15,8.595470254,41
 11/29  14:15:00,15,8.595470254,41
 11/29  14:30:00,15,8.595470254,41
 11/29  14:45:00,15,8.595470254,41
 11/29  15:00:00,15,8.595470254,41
 11/29  15:15:00,14.25,8.502855874,45.25
 11/29  15:30:00,13.5,8.373020807,49.5
 11/29  15:45:00,12.75,8.208122252,53.75
 11/29  16:00:00,12,8.010114118,58
 11/29  16:15:00,12,8.009644722,58
 11/29  16:30:00,12,8.009179175,58
 11/29  16:45:00,12,8.008708436,58
 11/29  17:00:00,12,8.008240875,58
 11/29  17:15:00,12,8.23594156,60.25
 11/29  17:30:00,12,8.46197223,62.5
 11/29  17:45:00,12,8.686359781,64.75
 11/29  18:00:00,12,8.909113295,67
 11/29  18:15:00,12,8.908407933,67
 11/29  18:30:00,12,8.907702989,67
 11/29  18:45:00,12,8.906998834,67
 11/29  19:00:00,12,8.906295309,67
 11/29  19:15:00,12,8.683314412,64.75
 11/29  19:30:00,12,8.458698126,62.5
 11/29  19:45:00,12,8.232429287,60.25
 11/29  20:00:00,12,8.004493636,58
 11/29  20:15:00,12,8.004027444,58
 11/29  20:30:00,12,8.003555975,58
 11/29  20:45:00,12,8.003088161,58
 11/29  21:00:00,12,8.002619396,58
 11/29  21:15:00,12,8.002149794,58
 11/29  21:30:00,12,8.001679284,58
 11/29  21:45:00,12,8.00120818,58
 11/29  22:00:00,12,8.00074027,58
 11/29  22:15:00,12,8.00120818,58
 11/29  22:30:00,12,8.001679284,58
 11/29  22:45:00,12,8.002149794,58
 11/29  23:00:00,12,8.002619396,58
 11/29  23:15:00,11.5,7.771937592,60
 11/29  23:30:00,11,7.532062581,62
 11/29  23:45:00,10.5,7.283233684,64
 11/29  24:00:00,10,7.025690621,66
 11/30  00:15:00,10,6.933749611,65
 11/30  00:30:00,10,6.841540494,64
 11/30  00:45:00,10,6.749062198,63
 11/30  01:00:00,10,6.656313678,62
 11/30  01:15:00,10,6.656313678,62
 11/30  01:30:00,10,6.656313678,62
 11/30  01:45:00,10,6.656313678,62
 11/30  02:00:00,10,6.656313678,62
 11/30  02:15:00,9.75,6.643263144,64.25
 11/30  02:30:00,9.5,6.624760423,66.5
 11/30  02:45:00,9.25,6.600928005,68.75
 11/30  03:00:00,9,6.571881322,71
 11/30  03:15:00,9,6.462886829,69.75
 11/30  03:30:00,9,6.353515078,68.5
 11/30  03:45:00,9,6.243768803,67.25
 11/30  04:00:00,9,6.133646295,66
 11/30  04:15:00,9,6.023515825,64.75
 11/30  04:30:00,9,5.913034862,63.5
 11/30  04:45:00,9,5.802202115,62.25
 11/30  05:00:00,9,5.691016173,61
 11/30  05:15:00,9,5.512117246,59
 11/30  05:30:00,9,5.332271071,57
 11/30  05:45:00,9,5.15147856,55
 11/30  06:00:00,9,4.969729012,53
 11/30  06:15:00,9,4.970246581,53
 11/30  06:30:00,9,4.970763325,53
 11/30  06:45:00,9,4.971281825,53
 11/30  07:00:00,9,4.97179959,53
 11/30  07:15:00,8.7,4.808884699,54
 11/30  07:30:00,8.4,4.643256201,55
 11/30  07:45:00,8.1,4.474952626,56
 11/30  08:00:00,7.8,4.304010612,57
 11/30  08:15:00,7.6,4.110809099,56.75
 11/30  08:30:00,7.4,3.917892924,56.5
 11/30  08:45:00,7.2,3.725262701,56.25
 11/30  09:00:00,7,3.532910926,56
 11/30  09:15:00,7.25,3.579383677,54
 11/30  09:30:00,7.5,3.621199831,52
 11/30  09:45:00,7.75,3.658259983,50
 11/30  10:00:00,8,3.690458127,48
 11/30  10:15:00,8.175,3.76821403,47.25
 11/30  10:30:00,8.35,3.844734947,46.5
 11/30  10:45:00,8.525,3.920002676,45.75
 11/30  11:00:00,8.7,3.994010523,45
 11/30  11:15:00,8.775,3.962549565,44
 11/30  11:30:00,8.85,3.930214687,43
 11/30  11:45:00,8.925,3.896987325,42
 11/30  12:00:00,9,3.862867559,41
 11/30  12:15:00,9,3.957051611,42
 11/30  12:30:00,9,4.050973631,43
 11/30  12:45:00,9,4.144632084,44
 11/30  13:00:00,9,4.238030386,45
 11/30  13:15:00,9,4.144632084,44
 11/30  13:30:00,9,4.050973631,43
 11/30  13:45:00,9,3.957051611,42
 11/30  14:00:00,9,3.862867559,41
 11/30  14:15:00,9,3.862867559,41
 11/30  14:30:00,9,3.862867559,41
 11/30  14:45:00,9,3.862867559,41
 11/30  15:00:00,9,3.862867559,41
 11/30  15:15:00,9,3.863547014,41
 11/30  15:30:00,9,3.864228263,41
 11/30  15:45:00,9,3.864908872,41
 11/30  16:00:00,9,3.865588795,41
 11/30  16:15:00,9,3.866268081,41
 11/30  16:30:00,9,3.866946683,41
 11/30  16:45:00,9,3.867627115,41
 11/30  17:00:00,9,3.868304387,41
 11/30  17:15:00,9,3.868304387,41
 11/30  17:30:00,9,3.868304387,41
 11/30  17:45:00,9,3.868304387,41
 11/30  18:00:00,9,3.868304387,41
 11/30  18:15:00,8.875,3.862916267,42
 11/30  18:30:00,8.75,3.856161901,43
 11/30  18:45:00,8.625,3.848058165,44
 11/30  19:00:00,8.5,3.838621748,45
 11/30  19:15:00,8.375,3.80527661,45.75
 11/30  19:30:00,8.25,3.770987687,46.5
 11/30  19:45:00,8.125,3.735764718,47.25
 11/30  20:00:00,8,3.699612404,48
 11/30  20:15:00,7.75,3.580475099,49
 11/30  20:30:00,7.5,3.459018684,50
 11/30  20:45:00,7.25,3.335269314,51
 11/30  21:00:00,7,3.209266015,52
 11/30  21:15:00,7.2,3.378738807,52
 11/30  21:30:00,7.4,3.548133387,52
 11/30  21:45:00,7.6,3.717441701,52
 11/30  22:00:00,7.8,3.886670196,52
 11/30  22:15:00,8.025,4.076370702,52
 11/30  22:30:00,8.25,4.265973913,52
 11/30  22:45:00,8.475,4.455469981,52
 11/30  23:00:00,8.7,4.644868128,52
 11/30  23:15:00,8.9,4.881144727,52.75
 11/30  23:30:00,9.1,5.118364635,53.5
 11/30  23:45:00,9.3,5.356519623,54.25
 11/30  24:00:00,9.5,5.595613794,55
 12/01  00:15:00,9.7,5.271881449,49.75
 12/01  00:30:00,9.9,4.931756378,44.5
 12/01  00:45:00,10.1,4.574531792,39.25
 12/01  01:00:00,10.3,4.199438924,34
 12/01  01:15:00,10.5,5.832201019,48.75
 12/01  01:30:00,10.7,7.424647205,63.5
 12/01  01:45:00,10.9,8.977134189,78.25
 12/01  02:00:00,11.1,10.49030577,93
 12/01  02:15:00,11.325,10.7107319,93
 12/01  02:30:00,11.55,10.93115436,93
 12/01  02:45:00,11.775,11.15157342,93
 12/01  03:00:00,12,11.37199556,93
 12/01  03:15:00,12.2,11.4763563,92
 12/01  03:30:00,12.4,11.57918645,91
 12/01  03:45:00,12.6,11.68048164,90
 12/01  04:00:00,12.8,11.78020453,89
 12/01  04:15:00,12.8,11.78009865,89
 12/01  04:30:00,12.8,11.77999925,89
 12/01  04:45:00,12.8,11.77989108,89
 12/01  05:00:00,12.8,11.77978221,89
 12/01  05:15:00,13.075,11.90264772,87.5
 12/01  05:30:00,13.35,12.02222275,86
 12/01  05:45:00,13.625,12.13846882,84.5
 12/01  06:00:00,13.9,12.25132238,83
 12/01  06:15:00,13.9,12.25132238,83
 12/01  06:30:00,13.9,12.25132238,83
 12/01  06:45:00,13.9,12.25132238,83
 12/01  07:00:00,13.9,12.25132238,83
 12/01  07:15:00,13.9,12.25132238,83
 12/01  07:30:00,13.9,12.25132238,83
 12/01  07:45:00,13.9,12.25132238,83
 12/01  08:00:00,13.9,12.25132238,83
 12/01  08:15:00,14.45,12.64556625,81.75
 12/01  08:30:00,15,13.03469657,80.5
 12/01  08:45:00,15.55,13.41864668,79.25
 12/01  09:00:00,16.1,13.79733436,78
 12/01  09:15:00,16.1,13.79711125,78
 12/01  09:30:00,16.1,13.79688711,78
 12/01  09:45:00,16.1,13.79666175,78
 12/01  10:00:00,16.1,13.79644217,78
 12/01  10:15:00,16.375,13.88720325,76.5
 12/01  10:30:00,16.65,13.97413968,75
 12/01  10:45:00,16.925,14.05719173,73.5
 12/01  11:00:00,17.2,14.13629316,72
 12/01  11:15:00,17.35,14.21419363,71.5
 12/01  11:30:00,17.5,14.29141691,71
 12/01  11:45:00,17.65,14.36794272,70.5
 12/01  12:00:00,17.8,14.44376809,70
 12/01  12:15:00,18.075,14.63196163,69.5
 12/01  12:30:00,18.35,14.81898754,69
 12/01  12:45:00,18.625,15.00486893,68.5
 12/01  13:00:00,18.9,15.18957138,68
 12/01  13:15:00,18.9,15.18922232,68
 12/01  13:30:00,18.9,15.18887883,68
 12/01  13:45:00,18.9,15.18853385,68
 12/01  14:00:00,18.9,15.18819469,68
 12/01  14:15:00,18.9,15.34261735,69.25
 12/01  14:30:00,18.9,15.4962202,70.5
 12/01  14:45:00,18.9,15.64901066,71.75
 12/01  15:00:00,18.9,15.8009953,73
 12/01  15:15:00,18.625,15.69964525,74.25
 12/01  15:30:00,18.35,15.59506033,75.5
 12/01  15:45:00,18.075,15.48730923,76.75
 12/01  16:00:00,17.8,15.37641872,78
 12/01  16:15:00,17.65,15.49329632,80.25
 12/01  16:30:00,17.5,15.60557906,82.5
 12/01  16:45:00,17.35,15.71336783,84.75
 12/01  17:00:00,17.2,15.81678222,87
 12/01  17:15:00,17.2,15.81665946,87
 12/01  17:30:00,17.2,15.8165357,87
 12/01  17:45:00,17.2,15.81641085,87
 12/01  18:00:00,17.2,15.8162846,87
 12/01  18:15:00,17.2,15.97929903,88.5
 12/01  18:30:00,17.2,16.14142263,90
 12/01  18:45:00,17.2,16.30266174,91.5
 12/01  19:00:00,17.2,16.4630181,93
 12/01  19:15:00,17.2,16.46295454,93
 12/01  19:30:00,17.2,16.46288938,93
 12/01  19:45:00,17.2,16.46282257,93
 12/01  20:00:00,17.2,16.46276113,93
 12/01  20:15:00,17.35,16.52922968,92.25
 12/01  20:30:00,17.5,16.59479384,91.5
 12/01  20:45:00,17.65,16.65944281,90.75
 12/01  21:00:00,17.8,16.72317535,90
 12/01  21:15:00,17.8,16.72307701,90
 12/01  21:30:00,17.8,16.72298323,90
 12/01  21:45:00,17.8,16.72288824,90
 12/01  22:00:00,17.8,16.72279265,90
 12/01  22:15:00,17.65,16.65900797,90.75
 12/01  22:30:00,17.5,16.59431461,91.5
 12/01  22:45:00,17.35,16.52872115,92.25
 12/01  23:00:00,17.2,16.46223756,93
 12/01  23:15:00,17.2,16.46217137,93
 12/01  23:30:00,17.2,16.46210352,93
 12/01  23:45:00,17.2,16.46204141,93
 12/01  24:00:00,17.2,16.46197108,93
 12/02  00:15:00,17.2,16.64829699,94.75
 12/02  00:30:00,17.2,16.83340056,96.5
 12/02  00:45:00,17.2,17.01729492,98.25
 12/02  01:00:00,17.2,17.19999459,100
 12/02  01:15:00,17.2,17.19999459,100
 12/02  01:30:00,17.2,17.19999459,100
 12/02  01:45:00,17.2,17.19999459,100
 12/02  02:00:00,17.2,17.19999459,100
 12/02  02:15:00,17.35,17.08753544,97.5
 12/02  02:30:00,17.5,16.97040669,95
 12/02  02:45:00,17.65,16.8484877,92.5
 12/02  03:00:00,17.8,16.72165252,90
 12/02  03:15:00,16.825,15.58741147,88.25
 12/02  03:30:00,15.85,14.46265656,86.5
 12/02  03:45:00,14.875,13.34762966,84.75
 12/02  04:00:00,13.9,12.24251864,83
 12/02  04:15:00,13.625,12.1309617,84.5
 12/02  04:30:00,13.35,12.01590712,86
 12/02  04:45:00,13.075,11.89741255,87.5
 12/02  05:00:00,12.8,11.77553428,89
 12/02  05:15:00,12.65,11.5596829,88.25
 12/02  05:30:00,12.5,11.34438762,87.5
 12/02  05:45:00,12.35,11.12962592,86.75
 12/02  06:00:00,12.2,10.91541877,86
 12/02  06:15:00,11.925,10.51235583,84.5
 12/02  06:30:00,11.65,10.1112832,83
 12/02  06:45:00,11.375,9.712240905,81.5
 12/02  07:00:00,11.1,9.315254486,80
 12/02  07:15:00,11.375,9.573885479,80
 12/02  07:30:00,11.65,9.83250064,80
 12/02  07:45:00,11.925,10.09110303,80
 12/02  08:00:00,12.2,10.34969352,80
 12/02  08:15:00,12.2,10.49273772,81.5
 12/02  08:30:00,12.2,10.63507375,83
 12/02  08:45:00,12.2,10.7766959,84.5
 12/02  09:00:00,12.2,10.91761762,86
 12/02  09:15:00,12.2,10.91775574,86
 12/02  09:30:00,12.2,10.91789286,86
 12/02  09:45:00,12.2,10.91802899,86
 12/02  10:00:00,12.2,10.91816421,86
 12/02  10:15:00,12.35,10.32387312,78.25
 12/02  10:30:00,12.5,9.703102269,70.5
 12/02  10:45:00,12.65,9.054347502,62.75
 12/02  11:00:00,12.8,8.376004652,55
 12/02  11:15:00,13.075,8.340756256,52.5
 12/02  11:30:00,13.35,8.297425598,50
 12/02  11:45:00,13.625,8.245768788,47.5
 12/02  12:00:00,13.9,8.185524756,45
 12/02  12:15:00,13.9,8.242706187,45.5
 12/02  12:30:00,13.9,8.299781512,46
 12/02  12:45:00,13.9,8.356750797,46.5
 12/02  13:00:00,13.9,8.413614463,47
 12/02  13:15:00,13.475,8.59524153,51.75
 12/02  13:30:00,13.05,8.750681567,56.5
 12/02  13:45:00,12.625,8.881298005,61.25
 12/02  14:00:00,12.2,8.988336292,66
 12/02  14:15:00,11.925,8.61993567,64.75
 12/02  14:30:00,11.65,8.253527292,63.5
 12/02  14:45:00,11.375,7.889137616,62.25
 12/02  15:00:00,11.1,7.526779056,61
 12/02  15:15:00,11.1,7.526779056,61
 12/02  15:30:00,11.1,7.526779056,61
 12/02  15:45:00,11.1,7.526779056,61
 12/02  16:00:00,11.1,7.526779056,61
 12/02  16:15:00,10.55,7.16674874,62.25
 12/02  16:30:00,10,6.80079027,63.5
 12/02  16:45:00,9.45,6.428996903,64.75
 12/02  17:00:00,8.9,6.051481715,66
 12/02  17:15:00,8.625,6.0219725,68.5
 12/02  17:30:00,8.35,5.986205269,71
 12/02  17:45:00,8.075,5.94434069,73.5
 12/02  18:00:00,7.8,5.89652509,76
 12/02  18:15:00,7.8,5.896762869,76
 12/02  18:30:00,7.8,5.896999789,76
 12/02  18:45:00,7.8,5.897235901,76
 12/02  19:00:00,7.8,5.897475891,76
 12/02  19:15:00,7.65,5.83966171,77
 12/02  19:30:00,7.5,5.78064935,78
 12/02  19:45:00,7.35,5.720438099,79
 12/02  20:00:00,7.2,5.659042111,80
 12/02  20:15:00,7.2,5.777203524,81.5
 12/02  20:30:00,7.2,5.894938604,83
 12/02  20:45:00,7.2,6.012244847,84.5
 12/02  21:00:00,7.2,6.129128981,86
 12/02  21:15:00,7.2,6.012244847,84.5
 12/02  21:30:00,7.2,5.894938604,83
 12/02  21:45:00,7.2,5.777203524,81.5
 12/02  22:00:00,7.2,5.659042111,80
 12/02  22:15:00,6.925,5.381036504,79.75
 12/02  22:30:00,6.65,5.103405057,79.5
 12/02  22:45:00,6.375,4.826155206,79.25
 12/02  23:00:00,6.1,4.549284105,79
 12/02  23:15:00,5.55,4.290689216,82.5
 12/02  23:30:00,5,4.018320914,86
 12/02  23:45:00,4.45,3.732641511,89.5
 12/02  24:00:00,3.9,3.434093039,93
 12/03  00:15:00,3.9,3.434154398,93
 12/03  00:30:00,3.9,3.434214952,93
 12/03  00:45:00,3.9,3.434279747,93
 12/03  01:00:00,3.9,3.434338774,93
 12/03  01:15:00,3.9,3.434338774,93
 12/03  01:30:00,3.9,3.434338774,93
 12/03  01:45:00,3.9,3.434338774,93
 12/03  02:00:00,3.9,3.434338774,93
 12/03  02:15:00,3.625,3.214281406,93.75
 12/03  02:30:00,3.35,2.992976925,94.5
 12/03  02:45:00,3.075,2.770445947,95.25
 12/03  03:00:00,2.8,2.546696472,96
 12/03  03:15:00,2.8,2.546696472,96
 12/03  03:30:00,2.8,2.546696472,96
 12/03  03:45:00,2.8,2.546696472,96
 12/03  04:00:00,2.8,2.546696472,96
 12/03  04:15:00,2.8,2.610195173,97
 12/03  04:30:00,2.8,2.673579365,98
 12/03  04:45:00,2.8,2.736844223,99
 12/03  05:00:00,2.8,2.799995097,100
 12/03  05:15:00,3.075,2.963107063,98.25
 12/03  05:30:00,3.35,3.123230469,96.5
 12/03  05:45:00,3.625,3.280325226,94.75
 12/03  06:00:00,3.9,3.434338774,93
 12/03  06:15:00,4.45,3.732925642,89.5
 12/03  06:30:00,5,4.018579788,86
 12/03  06:45:00,5.55,4.290853504,82.5
 12/03  07:00:00,6.1,4.549284105,79
 12/03  07:15:00,5.825,4.422009908,80.75
 12/03  07:30:00,5.55,4.291179626,82.5
 12/03  07:45:00,5.275,4.156854133,84.25
 12/03  08:00:00,5,4.019093023,86
 12/03  08:15:00,5.7,4.507712217,83.5
 12/03  08:30:00,6.4,4.984518567,81
 12/03  08:45:00,7.1,5.449158225,78.5
 12/03  09:00:00,7.8,5.901260293,76
 12/03  09:15:00,8.075,6.176650811,76.25
 12/03  09:30:00,8.35,6.45243356,76.5
 12/03  09:45:00,8.625,6.728608576,76.75
 12/03  10:00:00,8.9,7.00518218,77
 12/03  10:15:00,9.45,7.167559264,73
 12/03  10:30:00,10,7.310877554,69
 12/03  10:45:00,10.55,7.434305433,65
 12/03  11:00:00,11.1,7.536949604,61
 12/03  11:15:00,11.1,7.439940714,60
 12/03  11:30:00,11.1,7.34262846,59
 12/03  11:45:00,11.1,7.245015722,58
 12/03  12:00:00,11.1,7.147101272,57
 12/03  12:15:00,11.375,7.282486677,56
 12/03  12:30:00,11.65,7.415248172,55
 12/03  12:45:00,11.925,7.545347763,54
 12/03  13:00:00,12.2,7.672750101,53
 12/03  13:15:00,12.2,7.77641919,54
 12/03  13:30:00,12.2,7.87974655,55
 12/03  13:45:00,12.2,7.982733878,56
 12/03  14:00:00,12.2,8.085382613,57
 12/03  14:15:00,11.925,8.076839896,59.25
 12/03  14:30:00,11.65,8.061856024,61.5
 12/03  14:45:00,11.375,8.040599753,63.75
 12/03  15:00:00,11.1,8.013220828,66
 12/03  15:15:00,11.1,8.132404954,67.25
 12/03  15:30:00,11.1,8.251128531,68.5
 12/03  15:45:00,11.1,8.369402553,69.75
 12/03  16:00:00,11.1,8.487225678,71
 12/03  16:15:00,10.55,8.399377785,75.5
 12/03  16:30:00,10,8.289321856,80
 12/03  16:45:00,9.45,8.158036183,84.5
 12/03  17:00:00,8.9,8.006444683,89
 12/03  17:15:00,8.9,8.006444683,89
 12/03  17:30:00,8.9,8.006444683,89
 12/03  17:45:00,8.9,8.006444683,89
 12/03  18:00:00,8.9,8.006444683,89
 12/03  18:15:00,8.625,7.882724967,90.75
 12/03  18:30:00,8.35,7.755467787,92.5
 12/03  18:45:00,8.075,7.624733926,94.25
 12/03  19:00:00,7.8,7.490586782,96
 12/03  19:15:00,7.8,7.490586782,96
 12/03  19:30:00,7.8,7.490586782,96
 12/03  19:45:00,7.8,7.490586782,96
 12/03  20:00:00,7.8,7.490586782,96
 12/03  20:15:00,7.65,7.284255827,95.25
 12/03  20:30:00,7.5,7.078469928,94.5
 12/03  20:45:00,7.35,6.873225091,93.75
 12/03  21:00:00,7.2,6.668531696,93
 12/03  21:15:00,6.925,6.531328358,94.75
 12/03  21:30:00,6.65,6.39080382,96.5
 12/03  21:45:00,6.375,6.247007817,98.25
 12/03  22:00:00,6.1,6.099995645,100
 12/03  22:15:00,5.825,5.824996948,100
