TIMESTAMP_x,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep) 
 04/05  23:00:00,7,2.86638326,48
 04/05  23:15:00,6.775,2.90913357,50.75
 04/05  23:30:00,6.55,2.945640548,53.5
 04/05  23:45:00,6.325,2.976060394,56.25
 04/05  24:00:00,6.1,3.000540724,59
 04/06  00:15:00,5.825,2.975127242,61.75
 04/06  00:30:00,5.55,2.943083769,64.5
 04/06  00:45:00,5.275,2.904570752,67.25
 04/06  01:00:00,5,2.859750986,70
 04/06  01:15:00,5.25,3.087355336,70
 04/06  01:30:00,5.5,3.314882291,70
 04/06  01:45:00,5.75,3.542334464,70
 04/06  02:00:00,6,3.769719128,70
 04/06  02:15:00,6.25,3.645533153,65.5
 04/06  02:30:00,6.5,3.509979014,61
 04/06  02:45:00,6.75,3.362655681,56.5
 04/06  03:00:00,7,3.203135846,52
 04/06  03:15:00,6.65,3.661877309,61.25
 04/06  03:30:00,6.3,4.081395422,70.5
 04/06  03:45:00,5.95,4.464088642,79.75
 04/06  04:00:00,5.6,4.81216282,89
 04/06  04:15:00,5.7,4.653323954,85.5
 04/06  04:30:00,5.8,4.490402718,82
 04/06  04:45:00,5.9,4.323311143,78.5
 04/06  05:00:00,6,4.151967095,75
 04/06  05:15:00,6,4.056809032,73.75
 04/06  05:30:00,6,3.961383916,72.5
 04/06  05:45:00,6,3.865686002,71.25
 04/06  06:00:00,6,3.769719128,70
 04/06  06:15:00,5.9,3.62130772,69.25
 04/06  06:30:00,5.8,3.473283699,68.5
 04/06  06:45:00,5.7,3.325643553,67.75
 04/06  07:00:00,5.6,3.17839194,67
 04/06  07:15:00,5.95,3.20278107,63.25
 04/06  07:30:00,6.3,3.215646427,59.5
 04/06  07:45:00,6.65,3.216587618,55.75
 04/06  08:00:00,7,3.205183205,52
 04/06  08:15:00,7,3.205183205,52
 04/06  08:30:00,7,3.205183205,52
 04/06  08:45:00,7,3.205183205,52
 04/06  09:00:00,7,3.205183205,52
 04/06  09:15:00,7.05,2.868296254,47.5
 04/06  09:30:00,7.1,2.525587489,43
 04/06  09:45:00,7.15,2.176928514,38.5
 04/06  10:00:00,7.2,1.822190563,34
 04/06  10:15:00,7.4,2.132457725,35.75
 04/06  10:30:00,7.6,2.444779172,37.5
 04/06  10:45:00,7.8,2.759144441,39.25
 04/06  11:00:00,8,3.075530463,41
 04/06  11:15:00,8,3.075530463,41
 04/06  11:30:00,8,3.075530463,41
 04/06  11:45:00,8,3.075530463,41
 04/06  12:00:00,8,3.075530463,41
 04/06  12:15:00,7.8,2.937813928,41.25
 04/06  12:30:00,7.6,2.799557292,41.5
 04/06  12:45:00,7.4,2.660763338,41.75
 04/06  13:00:00,7.2,2.521435037,42
 04/06  13:15:00,7.9,2.883402442,39.75
 04/06  13:30:00,8.6,3.229752516,37.5
 04/06  13:45:00,9.3,3.559904456,35.25
 04/06  14:00:00,10,3.873252181,33
 04/06  14:15:00,9.5,3.738537573,35.5
 04/06  14:30:00,9,3.590283705,38
 04/06  14:45:00,8.5,3.428957654,40.5
 04/06  15:00:00,8,3.255005443,43
 04/06  15:15:00,7.95,3.32667885,44.25
 04/06  15:30:00,7.9,3.397453839,45.5
 04/06  15:45:00,7.85,3.467336268,46.75
 04/06  16:00:00,7.8,3.536336444,48
 04/06  16:15:00,7.85,3.577733328,48
 04/06  16:30:00,7.9,3.619125697,48
 04/06  16:45:00,7.95,3.660513416,48
 04/06  17:00:00,8,3.701895931,48
 04/06  17:15:00,8,3.347511062,44
 04/06  17:30:00,8,2.989511421,40
 04/06  17:45:00,8,2.6278538,36
 04/06  18:00:00,8,2.262490199,32
 04/06  18:15:00,7.8,2.087970739,31.75
 04/06  18:30:00,7.6,1.913700096,31.5
 04/06  18:45:00,7.4,1.739672648,31.25
 04/06  19:00:00,7.2,1.565883809,31
 04/06  19:15:00,7.15,1.594948447,31.75
 04/06  19:30:00,7.1,1.623543094,32.5
 04/06  19:45:00,7.05,1.651667572,33.25
 04/06  20:00:00,7,1.679325698,34
 04/06  20:15:00,7.05,1.652424084,33.25
 04/06  20:30:00,7.1,1.625078694,32.5
 04/06  20:45:00,7.15,1.597288327,31.75
 04/06  21:00:00,7.2,1.569050485,31
 04/06  21:15:00,7.15,1.531765189,31
 04/06  21:30:00,7.1,1.49446685,31
 04/06  21:45:00,7.05,1.457155494,31
 04/06  22:00:00,7,1.419831239,31
 04/06  22:15:00,6.925,1.384509278,31.25
 04/06  22:30:00,6.85,1.348992946,31.5
 04/06  22:45:00,6.775,1.313283042,31.75
 04/06  23:00:00,6.7,1.277380503,32
 04/06  23:15:00,6.55,1.226403975,32.75
 04/06  23:30:00,6.4,1.174290601,33.5
 04/06  23:45:00,6.25,1.121059949,34.25
 04/06  24:00:00,6.1,1.066722113,35
 04/07  00:15:00,6.075,1.067956701,35.25
 04/07  00:30:00,6.05,1.069127965,35.5
 04/07  00:45:00,6.025,1.07023147,35.75
 04/07  01:00:00,6,1.071277086,36
 04/07  01:15:00,6,1.112617738,36.5
 04/07  01:30:00,6,1.153912814,37
 04/07  01:45:00,6,1.195159602,37.5
 04/07  02:00:00,6,1.23636091,38
 04/07  02:15:00,6,1.256942487,38.25
 04/07  02:30:00,6,1.277511383,38.5
 04/07  02:45:00,6,1.298070296,38.75
 04/07  03:00:00,6,1.318619178,39
 04/07  03:15:00,5.5,1.218452996,42.75
 04/07  03:30:00,5,1.100872435,46.5
 04/07  03:45:00,4.5,0.966572433,50.25
 04/07  04:00:00,4,0.816198112,54
 04/07  04:15:00,4,0.90703782,55.25
 04/07  04:30:00,4,0.997624415,56.5
 04/07  04:45:00,4,1.087958853,57.75
 04/07  05:00:00,4,1.1780447,59
 04/07  05:15:00,4.5,1.469012684,57
 04/07  05:30:00,5,1.752013083,55
 04/07  05:45:00,5.5,2.026839522,53
 04/07  06:00:00,6,2.293265188,51
 04/07  06:15:00,6.025,2.274859028,50.5
 04/07  06:30:00,6.05,2.256328165,50
 04/07  06:45:00,6.075,2.237670671,49.5
 04/07  07:00:00,6.1,2.218887919,49
 04/07  07:15:00,6.325,2.305636712,47.75
 04/07  07:30:00,6.55,2.3898904,46.5
 04/07  07:45:00,6.775,2.471605298,45.25
 04/07  08:00:00,7,2.550745939,44
 04/07  08:15:00,7.25,2.689926794,43.25
 04/07  08:30:00,7.5,2.827329136,42.5
 04/07  08:45:00,7.75,2.962936127,41.75
 04/07  09:00:00,8,3.09672597,41
 04/07  09:15:00,8.075,3.179173697,41.25
 04/07  09:30:00,8.15,3.26173935,41.5
 04/07  09:45:00,8.225,3.344432887,41.75
 04/07  10:00:00,8.3,3.427241662,42
 04/07  10:15:00,8.475,3.636115973,42.75
 04/07  10:30:00,8.65,3.845826773,43.5
 04/07  10:45:00,8.825,4.056383435,44.25
 04/07  11:00:00,9,4.267782479,45
 04/07  11:15:00,9,4.26839955,45
 04/07  11:30:00,9,4.269015877,45
 04/07  11:45:00,9,4.269629066,45
 04/07  12:00:00,9,4.270244025,45
 04/07  12:15:00,9.1,4.35097127,45
 04/07  12:30:00,9.2,4.431669279,45
 04/07  12:45:00,9.3,4.512342163,45
 04/07  13:00:00,9.4,4.592986759,45
 04/07  13:15:00,9.55,4.833183126,46.25
 04/07  13:30:00,9.7,5.074429747,47.5
 04/07  13:45:00,9.85,5.316719514,48.75
 04/07  14:00:00,10,5.560037693,50
 04/07  14:15:00,10,5.560037693,50
 04/07  14:30:00,10,5.560037693,50
 04/07  14:45:00,10,5.560037693,50
 04/07  15:00:00,10,5.560037693,50
 04/07  15:15:00,10,5.606550631,50.5
 04/07  15:30:00,10,5.653017872,51
 04/07  15:45:00,10,5.699443869,51.5
 04/07  16:00:00,10,5.745828605,52
 04/07  16:15:00,9.775,5.603886035,52.5
 04/07  16:30:00,9.55,5.460914154,53
 04/07  16:45:00,9.325,5.316919542,53.5
 04/07  17:00:00,9.1,5.171905316,54
 04/07  17:15:00,8.825,5.005741973,54.75
 04/07  17:30:00,8.55,4.837753834,55.5
 04/07  17:45:00,8.275,4.667961946,56.25
 04/07  18:00:00,8,4.496387385,57
 04/07  18:15:00,7.8,4.45168371,58.5
 04/07  18:30:00,7.6,4.404258939,60
 04/07  18:45:00,7.4,4.354157297,61.5
 04/07  19:00:00,7.2,4.301417686,63
 04/07  19:15:00,7.15,4.318429968,63.75
 04/07  19:30:00,7.1,4.335061052,64.5
 04/07  19:45:00,7.05,4.351326418,65.25
 04/07  20:00:00,7,4.367221755,66
 04/07  20:15:00,7,4.367561171,66
 04/07  20:30:00,7,4.367904709,66
 04/07  20:45:00,7,4.368242566,66
 04/07  21:00:00,7,4.368584662,66
 04/07  21:15:00,7,4.449053122,67
 04/07  21:30:00,7,4.529332581,68
 04/07  21:45:00,7,4.609414027,69
 04/07  22:00:00,7,4.689307639,70
 04/07  22:15:00,7,4.609414027,69
 04/07  22:30:00,7,4.529332581,68
 04/07  22:45:00,7,4.449053122,67
 04/07  23:00:00,7,4.368584662,66
 04/07  23:15:00,6.925,4.321189046,66.25
 04/07  23:30:00,6.85,4.273654879,66.5
 04/07  23:45:00,6.775,4.225981926,66.75
 04/07  24:00:00,6.7,4.178164765,67
 04/08  00:15:00,6.7,4.29705762,68.5
 04/08  00:30:00,6.7,4.415531705,70
 04/08  00:45:00,6.7,4.533593758,71.5
 04/08  01:00:00,6.7,4.651235862,73
 04/08  01:15:00,6.775,4.778976407,73.75
 04/08  01:30:00,6.85,4.906978868,74.5
 04/08  01:45:00,6.925,5.035231761,75.25
 04/08  02:00:00,7,5.163742828,76
 04/08  02:15:00,7,5.163742828,76
 04/08  02:30:00,7,5.163742828,76
 04/08  02:45:00,7,5.163742828,76
 04/08  03:00:00,7,5.163742828,76
 04/08  03:15:00,6.775,5.071672405,77.5
 04/08  03:30:00,6.55,4.977016276,79
 04/08  03:45:00,6.325,4.879808297,80.5
 04/08  04:00:00,6.1,4.780089919,82
 04/08  04:15:00,6.325,4.974378577,81.75
 04/08  04:30:00,6.55,5.168283861,81.5
 04/08  04:45:00,6.775,5.361801281,81.25
 04/08  05:00:00,7,5.5549298,81
 04/08  05:15:00,7,5.5549298,81
 04/08  05:30:00,7,5.5549298,81
 04/08  05:45:00,7,5.5549298,81
 04/08  06:00:00,7,5.5549298,81
 04/08  06:15:00,7.6,5.981489309,79.25
 04/08  06:30:00,8.2,6.400580897,77.5
 04/08  06:45:00,8.8,6.812036116,75.75
 04/08  07:00:00,9.4,7.215682396,74
 04/08  07:15:00,10.05,7.544763802,71
 04/08  07:30:00,10.7,7.857806573,68
 04/08  07:45:00,11.35,8.154210776,65
 04/08  08:00:00,12,8.433351458,62
 04/08  08:15:00,12.5,8.896745163,62.25
 04/08  08:30:00,13,9.36088524,62.5
 04/08  08:45:00,13.5,9.825789272,62.75
 04/08  09:00:00,14,10.29147701,63
 04/08  09:15:00,14.8,10.57880323,59.25
 04/08  09:30:00,15.6,10.83598474,55.5
 04/08  09:45:00,16.4,11.06137729,51.75
 04/08  10:00:00,17.2,11.25318756,48
 04/08  10:15:00,17.65,11.45732804,46.75
 04/08  10:30:00,18.1,11.65518348,45.5
 04/08  10:45:00,18.55,11.8466149,44.25
 04/08  11:00:00,19,12.03147713,43
 04/08  11:15:00,19.25,12.22779747,43
 04/08  11:30:00,19.5,12.42406977,43
 04/08  11:45:00,19.75,12.62029559,43
 04/08  12:00:00,20,12.81648294,43
 04/08  12:15:00,20.425,13.0767168,42.5
 04/08  12:30:00,20.85,13.3344837,42
 04/08  12:45:00,21.275,13.58974726,41.5
 04/08  13:00:00,21.7,13.84248247,41
 04/08  13:15:00,21.775,13.90071055,41
 04/08  13:30:00,21.85,13.95893486,41
 04/08  13:45:00,21.925,14.01715488,41
 04/08  14:00:00,22,14.07537963,41
 04/08  14:15:00,22,14.07537963,41
 04/08  14:30:00,22,14.07537963,41
 04/08  14:45:00,22,14.07537963,41
 04/08  15:00:00,22,14.07537963,41
 04/08  15:15:00,21.925,13.93793977,40.5
 04/08  15:30:00,21.85,13.80064633,40
 04/08  15:45:00,21.775,13.66349988,39.5
 04/08  16:00:00,21.7,13.52649567,39
 04/08  16:15:00,21.775,13.54484732,38.75
 04/08  16:30:00,21.85,13.56294211,38.5
 04/08  16:45:00,21.925,13.58077623,38.25
 04/08  17:00:00,22,13.59835277,38
 04/08  17:15:00,21.75,13.72043146,40
 04/08  17:30:00,21.5,13.8337926,42
 04/08  17:45:00,21.25,13.93871457,44
 04/08  18:00:00,21,14.03545676,46
 04/08  18:15:00,20.6,14.00252493,48
 04/08  18:30:00,20.2,13.9590677,50
 04/08  18:45:00,19.8,13.9054137,52
 04/08  19:00:00,19.4,13.84190161,54
 04/08  19:15:00,19.3,13.95713384,55.5
 04/08  19:30:00,19.2,14.06969277,57
 04/08  19:45:00,19.1,14.17961347,58.5
 04/08  20:00:00,19,14.28695279,60
 04/08  20:15:00,18.75,14.22990909,61.25
 04/08  20:30:00,18.5,14.16941033,62.5
 04/08  20:45:00,18.25,14.10552598,63.75
 04/08  21:00:00,18,14.03831751,65
 04/08  21:15:00,17.8,14.01195189,66.25
 04/08  21:30:00,17.6,13.98288384,67.5
 04/08  21:45:00,17.4,13.95115764,68.75
 04/08  22:00:00,17.2,13.91680807,70
 04/08  22:15:00,17.15,13.92950883,70.5
 04/08  22:30:00,17.1,13.94190363,71
 04/08  22:45:00,17.05,13.9540071,71.5
 04/08  23:00:00,17,13.96581864,72
 04/08  23:15:00,16.925,13.89748874,72
 04/08  23:30:00,16.85,13.82917355,72
 04/08  23:45:00,16.775,13.76085325,72
 04/08  24:00:00,16.7,13.69253587,72
 04/09  00:15:00,16.7,13.69253587,72
 04/09  00:30:00,16.7,13.69253587,72
 04/09  00:45:00,16.7,13.69253587,72
 04/09  01:00:00,16.7,13.69253587,72
 04/09  01:15:00,16.525,13.6736461,73.25
 04/09  01:30:00,16.35,13.65251682,74.5
 04/09  01:45:00,16.175,13.62917225,75.75
 04/09  02:00:00,16,13.60365742,77
 04/09  02:15:00,15.975,13.5804464,77
 04/09  02:30:00,15.95,13.55722991,77
 04/09  02:45:00,15.925,13.53401584,77
 04/09  03:00:00,15.9,13.51080391,77
 04/09  03:15:00,15.925,13.53401584,77
 04/09  03:30:00,15.95,13.55722991,77
 04/09  03:45:00,15.975,13.5804464,77
 04/09  04:00:00,16,13.60365742,77
 04/09  04:15:00,16,13.60365742,77
 04/09  04:30:00,16,13.60365742,77
 04/09  04:45:00,16,13.60365742,77
 04/09  05:00:00,16,13.60365742,77
 04/09  05:15:00,16.25,13.83554516,77
 04/09  05:30:00,16.5,14.06744256,77
 04/09  05:45:00,16.75,14.29934536,77
 04/09  06:00:00,17,14.53124937,77
 04/09  06:15:00,17.2,14.51897409,75.25
 04/09  06:30:00,17.4,14.50289255,73.5
 04/09  06:45:00,17.6,14.48292398,71.75
 04/09  07:00:00,17.8,14.45899847,70
 04/09  07:15:00,18.1,14.67034931,69.5
 04/09  07:30:00,18.4,14.88047208,69
 04/09  07:45:00,18.7,15.08935001,68.5
 04/09  08:00:00,19,15.29698867,68
 04/09  08:15:00,19.5,15.4926531,66
 04/09  08:30:00,20,15.67833035,64
 04/09  08:45:00,20.5,15.85371808,62
 04/09  09:00:00,21,16.01849356,60
 04/09  09:15:00,21.575,16.09585262,57
 04/09  09:30:00,22.15,16.15195065,54
 04/09  09:45:00,22.725,16.18574513,51
 04/09  10:00:00,23.3,16.19610078,48
 04/09  10:15:00,23.475,16.29820879,47.75
 04/09  10:30:00,23.65,16.39983022,47.5
 04/09  10:45:00,23.825,16.50096924,47.25
 04/09  11:00:00,24,16.60160902,47
 04/09  11:15:00,24.675,17.59204815,49.75
 04/09  11:30:00,25.35,18.59348246,52.5
 04/09  11:45:00,26.025,19.6052661,55.25
 04/09  12:00:00,26.7,20.62674659,58
 04/09  12:15:00,26.725,20.23832682,55.5
 04/09  12:30:00,26.75,19.84297566,53
 04/09  12:45:00,26.775,19.44047033,50.5
 04/09  13:00:00,26.8,19.03059697,48
 04/09  13:15:00,26.85,18.67659745,45.75
 04/09  13:30:00,26.9,18.31553646,43.5
 04/09  13:45:00,26.95,17.94719036,41.25
 04/09  14:00:00,27,17.57133643,39
 04/09  14:15:00,27,17.57053404,39
 04/09  14:30:00,27,17.56973637,39
 04/09  14:45:00,27,17.56893831,39
 04/09  15:00:00,27,17.56813251,39
 04/09  15:15:00,26.925,17.6039206,39.5
 04/09  15:30:00,26.85,17.63895489,40
 04/09  15:45:00,26.775,17.67324486,40.5
 04/09  16:00:00,26.7,17.70679423,41
 04/09  16:15:00,26.525,17.7506817,42
 04/09  16:30:00,26.35,17.79150462,43
 04/09  16:45:00,26.175,17.82931718,44
 04/09  17:00:00,26,17.86418857,45
 04/09  17:15:00,25.75,17.75058368,45.5
 04/09  17:30:00,25.5,17.63545084,46
 04/09  17:45:00,25.25,17.51880962,46.5
 04/09  18:00:00,25,17.40066801,47
 04/09  18:15:00,24.575,17.46373122,49.5
 04/09  18:30:00,24.15,17.51068759,52
 04/09  18:45:00,23.725,17.54219665,54.5
 04/09  19:00:00,23.3,17.55889045,57
 04/09  19:15:00,22.975,17.39201333,57.75
 04/09  19:30:00,22.65,17.22263768,58.5
 04/09  19:45:00,22.325,17.0507878,59.25
 04/09  20:00:00,22,16.87650069,60
 04/09  20:15:00,22,16.87650069,60
 04/09  20:30:00,22,16.87650069,60
 04/09  20:45:00,22,16.87650069,60
 04/09  21:00:00,22,16.87650069,60
 04/09  21:15:00,21.65,16.74793042,61.25
 04/09  21:30:00,21.3,16.61467171,62.5
 04/09  21:45:00,20.95,16.47683663,63.75
 04/09  22:00:00,20.6,16.33448988,65
 04/09  22:15:00,20.45,16.30001715,65.75
 04/09  22:30:00,20.3,16.26432372,66.5
 04/09  22:45:00,20.15,16.22743566,67.25
 04/09  23:00:00,20,16.18934968,68
 04/09  23:15:00,20.15,16.32383482,68
 04/09  23:30:00,20.3,16.45832727,68
 04/09  23:45:00,20.45,16.59282761,68
 04/09  24:00:00,20.6,16.72732634,68
 04/10  00:15:00,20.45,16.75417213,69.25
 04/10  00:30:00,20.3,16.77867023,70.5
 04/10  00:45:00,20.15,16.80087598,71.75
 04/10  01:00:00,20,16.82082402,73
 04/10  01:15:00,19.75,16.74659321,74.25
 04/10  01:30:00,19.5,16.66930687,75.5
 04/10  01:45:00,19.25,16.58900364,76.75
 04/10  02:00:00,19,16.50573554,78
 04/10  02:15:00,18.5,16.67558516,83.5
 04/10  02:30:00,18,16.8133638,89
 04/10  02:45:00,17.5,16.92093282,94.5
 04/10  03:00:00,17,16.99999619,100
 04/10  03:15:00,17.05,16.97268775,99.25
 04/10  03:30:00,17.1,16.94495473,98.5
 04/10  03:45:00,17.15,16.91679764,97.75
 04/10  04:00:00,17.2,16.88820153,97
 04/10  04:15:00,17.15,16.91679764,97.75
 04/10  04:30:00,17.1,16.94495473,98.5
 04/10  04:45:00,17.05,16.97268775,99.25
 04/10  05:00:00,17,16.99999619,100
 04/10  05:15:00,17,16.99999619,100
 04/10  05:30:00,17,16.99999619,100
 04/10  05:45:00,17,16.99999619,100
 04/10  06:00:00,17,16.99999619,100
 04/10  06:15:00,17.05,17.04998779,100
 04/10  06:30:00,17.1,17.09999084,100
 04/10  06:45:00,17.15,17.1499939,100
 04/10  07:00:00,17.2,17.19999368,100
 04/10  07:15:00,16.4,16.24800125,98.5
 04/10  07:30:00,15.6,15.30205126,97
 04/10  07:45:00,14.8,14.36230355,95.5
 04/10  08:00:00,14,13.42889187,94
 04/10  08:15:00,13.75,13.03986077,92.5
 04/10  08:30:00,13.5,12.65239431,91
 04/10  08:45:00,13.25,12.26652351,89.5
 04/10  09:00:00,13,11.88228918,88
 04/10  09:15:00,12.95,11.64400849,86
 04/10  09:30:00,12.9,11.40516465,84
 04/10  09:45:00,12.85,11.16576592,82
 04/10  10:00:00,12.8,10.92580327,80
 04/10  10:15:00,12.85,10.7782845,78
 04/10  10:30:00,12.9,10.62881098,76
 04/10  10:45:00,12.95,10.47736715,74
 04/10  11:00:00,13,10.32391132,72
 04/10  11:15:00,13,10.32391132,72
 04/10  11:30:00,13,10.32391132,72
 04/10  11:45:00,13,10.32391132,72
 04/10  12:00:00,13,10.32391132,72
 04/10  12:15:00,12.95,10.32822081,72.5
 04/10  12:30:00,12.9,10.33227034,73
 04/10  12:45:00,12.85,10.3360632,73.5
 04/10  13:00:00,12.8,10.33959677,74
 04/10  13:15:00,13.1,10.56523538,73.5
 04/10  13:30:00,13.4,10.78971834,73
 04/10  13:45:00,13.7,11.01304315,72.5
 04/10  14:00:00,14,11.23520129,72
 04/10  14:15:00,14,11.10547051,70.75
 04/10  14:30:00,14,10.97516604,69.5
 04/10  14:45:00,14,10.84429168,68.25
 04/10  15:00:00,14,10.7128393,67
 04/10  15:15:00,13.975,10.82184779,68.25
 04/10  15:30:00,13.95,10.93005705,69.5
 04/10  15:45:00,13.925,11.03746593,70.75
 04/10  16:00:00,13.9,11.14408149,72
 04/10  16:15:00,13.675,11.06706696,73.25
 04/10  16:30:00,13.45,10.9874926,74.5
 04/10  16:45:00,13.225,10.9053974,75.75
 04/10  17:00:00,13,10.82081616,77
 04/10  17:15:00,12.75,10.71024058,78.25
 04/10  17:30:00,12.5,10.59706558,79.5
 04/10  17:45:00,12.25,10.48133574,80.75
 04/10  18:00:00,12,10.36307692,82
 04/10  18:15:00,11.775,10.17352572,82.25
 04/10  18:30:00,11.55,9.98358683,82.5
 04/10  18:45:00,11.325,9.793262245,82.75
 04/10  19:00:00,11.1,9.602548106,83
 04/10  19:15:00,11.075,9.556433367,82.75
 04/10  19:30:00,11.05,9.510343783,82.5
 04/10  19:45:00,11.025,9.464283511,82.25
 04/10  20:00:00,11,9.418252234,82
 04/10  20:15:00,11,9.418429682,82
 04/10  20:30:00,11,9.418606068,82
 04/10  20:45:00,11,9.418781501,82
 04/10  21:00:00,11,9.41896001,82
 04/10  21:15:00,10.9,9.346845052,82.25
 04/10  21:30:00,10.8,9.274554917,82.5
 04/10  21:45:00,10.7,9.202085303,82.75
 04/10  22:00:00,10.6,9.129439821,83
 04/10  22:15:00,10.7,9.06828,81.25
 04/10  22:30:00,10.8,9.005190365,79.5
 04/10  22:45:00,10.9,8.940144979,77.75
 04/10  23:00:00,11,8.873112037,76
 04/10  23:15:00,10.6,8.817674701,79.5
 04/10  23:30:00,10.2,8.749852404,83
 04/10  23:45:00,9.8,8.670063681,86.5
 04/10  24:00:00,9.4,8.578703411,90
 04/11  00:15:00,9.35,8.509388301,89.75
 04/11  00:30:00,9.3,8.440128459,89.5
 04/11  00:45:00,9.25,8.370931706,89.25
 04/11  01:00:00,9.2,8.301796638,89
 04/11  01:15:00,9.25,8.370931706,89.25
 04/11  01:30:00,9.3,8.440128459,89.5
 04/11  01:45:00,9.35,8.509388301,89.75
 04/11  02:00:00,9.4,8.578703411,90
 04/11  02:15:00,9.425,8.582045644,89.75
 04/11  02:30:00,9.45,8.585330221,89.5
 04/11  02:45:00,9.475,8.588557191,89.25
 04/11  03:00:00,9.5,8.591726228,89
 04/11  03:15:00,9.575,8.643294337,88.75
 04/11  03:30:00,9.65,8.694734559,88.5
 04/11  03:45:00,9.725,8.746046539,88.25
 04/11  04:00:00,9.8,8.797228163,88
 04/11  04:15:00,9.85,8.824180236,87.75
 04/11  04:30:00,9.9,8.851041954,87.5
 04/11  04:45:00,9.95,8.877812702,87.25
 04/11  05:00:00,10,8.904488595,87
 04/11  05:15:00,10.25,9.144881342,87
 04/11  05:30:00,10.5,9.385260229,87
 04/11  05:45:00,10.75,9.625633974,87
 04/11  06:00:00,11,9.865998326,87
 04/11  06:15:00,11.175,10.07905258,87.5
 04/11  06:30:00,11.35,10.29256911,88
 04/11  06:45:00,11.525,10.50654682,88.5
 04/11  07:00:00,11.7,10.72098565,89
 04/11  07:15:00,11.775,10.77097133,88.75
 04/11  07:30:00,11.85,10.8208349,88.5
 04/11  07:45:00,11.925,10.87056162,88.25
 04/11  08:00:00,12,10.92016661,88
 04/11  08:15:00,12.25,11.16127685,88
 04/11  08:30:00,12.5,11.40238408,88
 04/11  08:45:00,12.75,11.6434859,88
 04/11  09:00:00,13,11.88458735,88
 04/11  09:15:00,13.5,11.90576027,83.25
 04/11  09:30:00,14,11.90423256,78.5
 04/11  09:45:00,14.5,11.87884872,73.75
 04/11  10:00:00,15,11.82836897,69
 04/11  10:15:00,15.25,11.88939463,67.5
 04/11  10:30:00,15.5,11.94669359,66
 04/11  10:45:00,15.75,12.00019032,64.5
 04/11  11:00:00,16,12.04981961,63
 04/11  11:15:00,16,12.04981961,63
 04/11  11:30:00,16,12.04981961,63
 04/11  11:45:00,16,12.04981961,63
 04/11  12:00:00,16,12.04981961,63
 04/11  12:15:00,16.025,12.10036462,63.25
 04/11  12:30:00,16.05,12.1509276,63.5
 04/11  12:45:00,16.075,12.20152199,63.75
 04/11  13:00:00,16.1,12.25212746,64
 04/11  13:15:00,16.075,12.20152199,63.75
 04/11  13:30:00,16.05,12.1509276,63.5
 04/11  13:45:00,16.025,12.10036462,63.25
 04/11  14:00:00,16,12.04981961,63
 04/11  14:15:00,15.5,11.86317174,65.25
 04/11  14:30:00,15,11.66574882,67.5
 04/11  14:45:00,14.5,11.45787606,69.75
 04/11  15:00:00,14,11.23984816,72
 04/11  15:15:00,14.1,11.40865714,72.75
 04/11  15:30:00,14.2,11.57778756,73.5
 04/11  15:45:00,14.3,11.74724077,74.25
 04/11  16:00:00,14.4,11.91701241,75
 04/11  16:15:00,14.05,11.92537455,78.25
 04/11  16:30:00,13.7,11.92243388,81.5
 04/11  16:45:00,13.35,11.90856282,84.75
 04/11  17:00:00,13,11.88412705,88
 04/11  17:15:00,13,11.88412705,88
 04/11  17:30:00,13,11.88412705,88
 04/11  17:45:00,13,11.88412705,88
 04/11  18:00:00,13,11.88412705,88
 04/11  18:15:00,12.95,11.85955862,88.25
 04/11  18:30:00,12.9,11.83488575,88.5
 04/11  18:45:00,12.85,11.81011954,88.75
 04/11  19:00:00,12.8,11.78526048,89
 04/11  19:15:00,12.6,11.847085,91.75
 04/11  19:30:00,12.4,11.90338767,94.5
 04/11  19:45:00,12.2,11.95431937,97.25
 04/11  20:00:00,12,11.99999538,100
 04/11  20:15:00,12.25,11.98145572,97
 04/11  20:30:00,12.5,11.95608849,94
 04/11  20:45:00,12.75,11.9237072,91
 04/11  21:00:00,13,11.88412705,88
 04/11  21:15:00,12.95,11.95395656,89.25
 04/11  21:30:00,12.9,12.02292825,90.5
 04/11  21:45:00,12.85,12.09105081,91.75
 04/11  22:00:00,12.8,12.15833917,93
 04/11  22:15:00,12.85,12.09105081,91.75
 04/11  22:30:00,12.9,12.02292825,90.5
 04/11  22:45:00,12.95,11.95395656,89.25
 04/11  23:00:00,13,11.88412705,88
 04/11  23:15:00,12.95,11.95395656,89.25
 04/11  23:30:00,12.9,12.02292825,90.5
 04/11  23:45:00,12.85,12.09105081,91.75
 04/11  24:00:00,12.8,12.15833917,93
 04/12  00:15:00,12.8,12.15820876,93
 04/12  00:30:00,12.8,12.15807425,93
 04/12  00:45:00,12.8,12.15794317,93
 04/12  01:00:00,12.8,12.15781538,93
 04/12  01:15:00,12.6,12.12272129,94.75
 04/12  01:30:00,12.4,12.08468722,96.5
 04/12  01:45:00,12.2,12.04376235,98.25
 04/12  02:00:00,12,11.99999384,100
 04/12  02:15:00,12,11.99999384,100
 04/12  02:30:00,12,11.99999384,100
 04/12  02:45:00,12,11.99999384,100
 04/12  03:00:00,12,11.99999384,100
 04/12  03:15:00,12.2,12.19999416,100
 04/12  03:30:00,12.4,12.3999939,100
